"","X","Tweet.Id","Text","Name","Screen.Name","Created.At","Favorites","Retweets","Language","Client","Tweet.Type","Media.Type","URLs","Hashtags","Mentions"
"8008","8008","876479702826921985","Jury awarded man $870k for lost testicle. Thinking of starting a crowdsourcing site to buy some for folks in DC --&gt; https://t.co/ZJJdLJfh2e","Ana Navarro","ananavarro","Sun Jun 18 16:40:20 +0000 2017","10493","2447","English","Twitter for iPad","Tweet","","1","0",0
"8009","8009","876755138052009984","Sad 1st tweet of wk. Broke my Ì†,"Ana Navarro","ananavarro","Mon Jun 19 10:54:48 +0000 2017","6535","3164","English","Twitter for iPad","Tweet","","1","0",0
"8010","8010","876832406610771968","Trump 1. Reversed LGBT rights in schools; not commemorated Pride Mo.; said nada re Pulse. U still need to ask where he stands on this issue? https://t.co/oE4BhsExob","Ana Navarro","ananavarro","Mon Jun 19 16:01:51 +0000 2017","4583","1331","English","Twitter for iPad","Tweet","","1","0",0
"8011","8011","876838752471179264","DOS pulled rug from under women/minority recruits. Thank God they can apply to be Eric Trump's new event planner. https://t.co/bU0MxXnhDC","Ana Navarro","ananavarro","Mon Jun 19 16:27:04 +0000 2017","1227","483","English","Twitter for iPad","Tweet","","1","0",0
"8012","8012","876843346794356736","If u live in solid blue city -as u do- or in solid red state, it doesn't feel as divided. If u live in a purple state -as I do- yup, divided https://t.co/o2AP9ctSfe","Ana Navarro","ananavarro","Mon Jun 19 16:45:19 +0000 2017","1656","300","English","Twitter for iPad","Tweet","","1","0",0
"8013","8013","876913423002591236","Faves: 777 seat/bed; great book; Cuban pastries made by my pals, @GloriaEstefan &amp; @EmilioEstefanJr . See u in LA!‚Ω^Ô,"Ana Navarro","ananavarro","Mon Jun 19 21:23:46 +0000 2017","206","16","English","Twitter for iPad","Tweet","Photo","0","0",2
"8014","8014","876926301310902272","Appreciate the question. I've answered it ad nauseum. Scroll down and eventually you'll find one of dozens of tweets on the matter. #tired Ì†,"Ana Navarro","ananavarro","Mon Jun 19 22:14:57 +0000 2017","514","37","English","Twitter for iPad","Tweet","","1","1",0
"8015","8015","876928546450554882","I'm 25 years younger than Trump. If I'm lucky, I'll outlive him &amp; the divisive havoc he's wrought on GOP. I don't drink orange kool-aid.Ì†,"Ana Navarro","ananavarro","Mon Jun 19 22:23:52 +0000 2017","6583","1034","English","Twitter for iPad","Tweet","","1","0",0
"8016","8016","876928991013228544","Invasion of the Body Snatchers. https://t.co/dTaKcIp3jZ","Ana Navarro","ananavarro","Mon Jun 19 22:25:38 +0000 2017","1459","183","English","Twitter for iPad","Tweet","","1","0",0
"8017","8017","876958960913326080","So does this mean, it's not a robot? https://t.co/O8EmAksVQk","Ana Navarro","ananavarro","Tue Jun 20 00:24:44 +0000 2017","2619","439","English","Twitter for iPad","Tweet","","1","0",0
"8018","8018","876976075053584384","Invite the fox into the hen-house, why don't you? https://t.co/6lHz8FXpuc","Ana Navarro","ananavarro","Tue Jun 20 01:32:44 +0000 2017","6242","2673","English","Twitter for iPad","Tweet","","1","0",0
"8019","8019","876991939920318464","#SNL, pls tell me we're not losing the @melissamccarthy skits. They're half of America's coping mechanism. #SaveSean https://t.co/XO1B9WULZU","Ana Navarro","ananavarro","Tue Jun 20 02:35:46 +0000 2017","4061","696","English","Twitter for iPad","Tweet","","1","2",1
"8020","8020","877136797033086976","Folks, all indications are, Mueller ain't playing. https://t.co/qLSePOd1E3","Ana Navarro","ananavarro","Tue Jun 20 12:11:23 +0000 2017","10908","3019","English","Twitter for iPad","Tweet","","1","0",0
"8021","8021","877158875429916672","Oof! Former Mexican President, @VicenteFoxQue teaches master class in shade right here. His take-down of Trump is nothing short of majestic. https://t.co/jqkqKuT0M8","Ana Navarro","ananavarro","Tue Jun 20 13:39:07 +0000 2017","11715","4678","English","Twitter for iPad","Tweet","","1","0",1
"8022","8022","877237023953702912","Good for the Libre initiative to bring up!  11 year+ stalemate has hurt all of the affected families, American economy, national security.. https://t.co/kT4oxLQoSg","Ana Navarro","ananavarro","Tue Jun 20 18:49:39 +0000 2017","0","0","English","Twitter for iPad","Retweet","","1","0",0
"8023","8023","877255140238962688","Hand it to my friend, @SenJohnMcCain. 80 yr-old, white guy but he too has mastered the art of throwing shade. Oh, and he's probably right. Ì†,"Ana Navarro","ananavarro","Tue Jun 20 20:01:38 +0000 2017","10986","3361","English","Twitter for iPad","Tweet","","1","0",1
"8024","8024","877686045654962176","I've been news deprived all day. I fearfully ask, what the hell did #PresidentLoco do now? https://t.co/WsTS2lWhcU","Ana Navarro","ananavarro","Thu Jun 22 00:33:54 +0000 2017","1056","152","English","Twitter for iPad","Tweet","","1","1",0
"8025","8025","877689150853361664","Been news starved all day. Have separation anxiety. I feel like if I look away for 15 mins, #PresidentLoco could've bombed NK or something.","Ana Navarro","ananavarro","Thu Jun 22 00:46:14 +0000 2017","4549","578","English","Twitter for iPad","Tweet","","0","1",0
"8026","8026","877901887806201856","The post-Scalise shooting, ""unity"" thing, lasted #PresidentLoco what...all of 5 days? https://t.co/VSQlBFQwv1","Ana Navarro","ananavarro","Thu Jun 22 14:51:35 +0000 2017","2662","688","English","Twitter for iPad","Tweet","","1","1",0
"8027","8027","877931413940559873","Liar-in-Chief. https://t.co/fswC20BoSy","Ana Navarro","ananavarro","Thu Jun 22 16:48:54 +0000 2017","11586","3696","English","Twitter for iPad","Tweet","","1","0",0
"8028","8028","877932318500966400","Dear Republican Leadership, instructing police to remove protestors in wheel-chairs...Is. Not. A. Good. Look. https://t.co/NchSxd0f2F","Ana Navarro","ananavarro","Thu Jun 22 16:52:30 +0000 2017","19407","10545","English","Twitter for iPad","Tweet","","1","0",0
"8029","8029","877949922988802048","Reading Trump tweets today -lies &amp; insults- make me realize just how much he's soiled &amp; diminished the US Presidency. I weep for my country.","Ana Navarro","ananavarro","Thu Jun 22 18:02:27 +0000 2017","71047","23078","English","Twitter for iPad","Tweet","","0","0",0
"8030","8030","877988239969103872","Protestors in wheelchairs being dragged out of Congress right now, &amp; Pelosi waging a PR campaign centered around her. Wrong day for egotism. https://t.co/KIk2i0DkZD","Ana Navarro","ananavarro","Thu Jun 22 20:34:43 +0000 2017","2131","587","English","Twitter for iPad","Tweet","","1","0",0
"8031","8031","878039074325618689","I know we're consumed w/our issues. But we must show solidarity w/Venezuelans. Intl Community's silent &amp; Maduro regime gets away w/murder.Ì†,"Ana Navarro","ananavarro","Thu Jun 22 23:56:43 +0000 2017","2169","825","English","Twitter for iPad","Tweet","","1","0",0
"8032","8032","878041988381065216","When it comes to defending American values, exhaustion is not an option. Get up. Speak up. Act up!Ì†,"Ana Navarro","ananavarro","Fri Jun 23 00:08:17 +0000 2017","4956","1344","English","Twitter for iPad","Tweet","","1","0",0
"8033","8033","878050933698985984","That's been the law for 21 years https://t.co/yRa0BjaKS2","Ana Navarro","ananavarro","Fri Jun 23 00:43:50 +0000 2017","0","0","English","Twitter for iPad","Retweet","","1","0",0
"8034","8034","878096268907728896","I'm so damn old, I remember back BT (Before Trump) when being educated and knowing facts and information, wasn't a liability w/Republicans. https://t.co/hFZaST4ctQ","Ana Navarro","ananavarro","Fri Jun 23 03:43:59 +0000 2017","12670","4103","English","Twitter for iPad","Tweet","","1","0",0
"8035","8035","878202646485651457","Oh, no. It's awake, and already tweeting. https://t.co/oN7w117zSk","Ana Navarro","ananavarro","Fri Jun 23 10:46:41 +0000 2017","7707","1496","English","Twitter for iPad","Tweet","","1","0",0
"8036","8036","878236154549620736","About to hit the stage at #BlogHer17. 2,500 women here. This should be fun. Girl power, activate!","Ana Navarro","ananavarro","Fri Jun 23 12:59:50 +0000 2017","1897","183","English","Twitter for iPhone","Tweet","","0","1",0
"8037","8037","878253471316590594","W/@JoyAnnReid &amp; @JohnAvlon at #BlogHer17. Spoke to 2.5k women gladiators. America, women are woke for real, ready to fight for our valuesÌ†,"Ana Navarro","ananavarro","Fri Jun 23 14:08:39 +0000 2017","1789","326","English","Twitter for iPhone","Tweet","Photo","0","1",2
"8038","8038","878330868279894017","You never know who you'll run into in FL. Sometimes, it's gators. Sometimes, it's Presidents. PS- we're not in Trump golf course. Hell no. https://t.co/W9UHxg7WzY","Ana Navarro","ananavarro","Fri Jun 23 19:16:12 +0000 2017","16627","2490","English","Twitter for iPhone","Tweet","Photo","0","0",0
"8039","8039","878334524710686720","Ran into a real-life POTUS who didn't try to get me fired for criticizing him, speaks coherent thoughts in complete sentences &amp; knows policy https://t.co/yh5NNVMDoG","Ana Navarro","ananavarro","Fri Jun 23 19:30:44 +0000 2017","34354","7096","English","Twitter for iPhone","Tweet","Photo","0","0",0
"8040","8040","878377768907677696","Even if only ‚®,"Ana Navarro","ananavarro","Fri Jun 23 22:22:34 +0000 2017","1321","160","English","Twitter for iPad","Tweet","","1","0",0
"8041","8041","878586259878408192","#PresidentLoco is a little confused today. He forgot his story is there was no Russian meddling in elections. Man-child needs a nappy-poo. https://t.co/uU2VJ3rIbX","Ana Navarro","ananavarro","Sat Jun 24 12:11:02 +0000 2017","12046","3990","English","Twitter for iPad","Tweet","","1","1",0
"8042","8042","878599244009140224","TV friend in small town did controversial story. Called crying re social media reax. Folks, if haters get to u, they win. Ignore them, u win","Ana Navarro","ananavarro","Sat Jun 24 13:02:38 +0000 2017","5981","957","English","Twitter for iPad","Tweet","","0","0",0
"8043","8043","878674194124464130","@BetteMidler, Melissa McCarthy not imitating Spicer would create a national crisis. It's the only way many of us can cope...+ carbohydrates. https://t.co/7tt0kOkT4k","Ana Navarro","ananavarro","Sat Jun 24 18:00:27 +0000 2017","1816","304","English","Twitter for iPad","Tweet","","1","0",1
"8044","8044","878677272919781377","@BetteMidler, Melissa McCarthy not imitating Spicer would create a national crisis. It's the only way many of us can cope...+ carbohydrates. https://t.co/7tt0kOkT4k","Ana Navarro","ananavarro","Sat Jun 24 18:12:41 +0000 2017","0","0","English","Twitter for iPad","Retweet","","1","0",1
"8045","8045","878967677418655744","Kasich on @CNNSotu making impassioned case for remembering/caring for poor people, giving them a chance at health. Republican w/a conscience","Ana Navarro","ananavarro","Sun Jun 25 13:26:39 +0000 2017","15141","3798","English","Twitter for iPhone","Tweet","","0","0",1
"8046","8046","879032127538515968","Will be many losers from healthcare repeal. Will also be winners. Govs like Sandoval &amp; Kasich who put their ppl 1st. https://t.co/o4T2vJs2H8","Ana Navarro","ananavarro","Sun Jun 25 17:42:45 +0000 2017","3092","855","English","Twitter for iPad","Tweet","","1","0",0
"8047","8047","879099467596746753","Good God. Hadn't seen this Philando Castile video until today. Tell me again, how the hell is this not murder? How? https://t.co/HJzo370h0x","Ana Navarro","ananavarro","Sun Jun 25 22:10:20 +0000 2017","9391","2771","English","Twitter for iPad","Tweet","","1","0",0
"8048","8048","879303766322892801","SCOTUS made marriage equality law of the land 2 yrs. ago today. Congratulations to couples who've become ""legal"" since. Love is love ‚ù,"Ana Navarro","ananavarro","Mon Jun 26 11:42:09 +0000 2017","29402","6492","English","Twitter for iPad","Tweet","","0","0",0
"8049","8049","879325459586191360","I thought with Melania living in White House, #PresidentLoco would take his meds more regularly. Guess I was wrong. Off his rocker...again. https://t.co/at1fw2ysSx","Ana Navarro","ananavarro","Mon Jun 26 13:08:21 +0000 2017","6025","1538","English","Twitter for iPad","Tweet","","1","1",0
"8050","8050","879450479176146945","Rare non-political tweet from me...I so ‚ù,"Ana Navarro","ananavarro","Mon Jun 26 21:25:08 +0000 2017","4713","506","English","Twitter for iPhone","Tweet","Photo","0","0",0
"8051","8051","879452286757502976","Yes. We argued about it ad nauseum. For me supporting a candidate doesn't mean I don't think they're wrong at times. Not a kool-aid drinker. https://t.co/26ZIwtDJax","Ana Navarro","ananavarro","Mon Jun 26 21:32:19 +0000 2017","2071","188","English","Twitter for iPad","Tweet","","1","0",0
"8052","8052","879455976054763520","Dear GOP Senators, if have to choose b/w being w/Party Leadership or ur Governor, choose the latter. They're closer to, and stand w/ur ppl. https://t.co/SDPWPYvdty","Ana Navarro","ananavarro","Mon Jun 26 21:46:58 +0000 2017","3209","884","English","Twitter for iPad","Tweet","","1","0",0
"8053","8053","879476512491220996","Trump PAC running ads vs GOP Senators voting ""no"" on healthcare. Political cannibalism. Better be careful dont choke while eating their own.","Ana Navarro","ananavarro","Mon Jun 26 23:08:35 +0000 2017","11547","4490","English","Twitter for iPad","Tweet","","0","0",0
"8054","8054","879492446442467329","If Senators cave &amp; vote against their conscience b/c of Trump-PAC ads, might as well just hand their spine, among other body parts, to him.","Ana Navarro","ananavarro","Tue Jun 27 00:11:54 +0000 2017","12968","4167","English","Twitter for iPad","Tweet","","0","0",0
"8055","8055","879495556716011520","Those long term care patients are in high demand in our labor market .... https://t.co/XjygRTGRX4","Ana Navarro","ananavarro","Tue Jun 27 00:24:15 +0000 2017","0","0","English","Twitter for iPad","Retweet","","1","0",0
"8056","8056","879530301399212033","Needs to pass Trumpcare, fill subcabinet positions; Assad might be planning another attack....&amp; #PresidentLoco screaming from his lawn again https://t.co/aqJPm02Wp7","Ana Navarro","ananavarro","Tue Jun 27 02:42:19 +0000 2017","2814","737","English","Twitter for iPad","Tweet","","1","1",0
"8057","8057","879531599817318400","I'm Latina, comfortable in my skin, living according to my convictions. I don't judge other Latinos...except for that weird taco-truck hater https://t.co/cSMMTVDgrF","Ana Navarro","ananavarro","Tue Jun 27 02:47:28 +0000 2017","6069","601","English","Twitter for iPad","Tweet","","1","0",0
"8058","8058","879671077340930048","Maybe it's just me. I loved it at first, but this ""Despacito"" song is beginning to tire me out.Ì†,"Ana Navarro","ananavarro","Tue Jun 27 12:01:42 +0000 2017","1113","76","English","Twitter for iPad","Tweet","","0","0",0
"8059","8059","879673169753366528","@realDonaldTrump, yes, 3 CNN employees acted inappropriately, and were fired. U act inappropriately &amp; lie daily, and are still POTUS. Ì†,"Ana Navarro","ananavarro","Tue Jun 27 12:10:01 +0000 2017","10017","4016","English","Twitter for iPad","Tweet","","1","0",1
"8060","8060","879673766367961088","@realDonaldTrump, yes, 3 CNN employees acted inappropriately, and were fired. U act inappropriately &amp; lie daily, and are still POTUS. Ì†,"Ana Navarro","ananavarro","Tue Jun 27 12:12:24 +0000 2017","0","0","English","Twitter for iPad","Retweet","","1","0",1
"8061","8061","879753585805971458","All GOP Senators should refuse to vote for repeal, until friendly-fire attack ads stop. 1st they came for Heller, then they'll come for them https://t.co/dAjSF985fC","Ana Navarro","ananavarro","Tue Jun 27 17:29:34 +0000 2017","2852","981","English","Twitter for iPad","Tweet","","1","0",0
"8062","8062","879788984104308736","I'm often asked y am still a Republican. It's b/c of Republicans like @RosLehtinen who stand up for LGBT rights &amp; human rights in US &amp; world https://t.co/61hJEwdL5D","Ana Navarro","ananavarro","Tue Jun 27 19:50:14 +0000 2017","2547","391","English","Twitter for iPhone","Tweet","","1","0",1
"8063","8063","879813571043045380","Does anybody out there understand this entire John McEnroe versus @serenawilliams thing? They lost me in the first set.Ì†,"Ana Navarro","ananavarro","Tue Jun 27 21:27:56 +0000 2017","983","42","English","Twitter for iPad","Tweet","","0","0",1
"8064","8064","879823502697779200","Of course Playboy has a White House correspondent. Makes all the sense in the world. We got a self-proclaimed pu**y grabber for a PresidentÌ†,"Ana Navarro","ananavarro","Tue Jun 27 22:07:24 +0000 2017","8921","3085","English","Twitter for iPad","Tweet","","1","0",0
"8065","8065","879860441735933956","From a Florida girl, to a Florida guy, thank you, @JoeNBC. Ì†,"Ana Navarro","ananavarro","Wed Jun 28 00:34:10 +0000 2017","3865","281","English","Twitter for iPhone","Tweet","","1","0",1
"8066","8066","879862956498051073","More than political cannibalism, attack ads vs Heller are shortsighted,  disrespectful to voters who sent him there to vote his conscience. https://t.co/VxNsN0CAhK","Ana Navarro","ananavarro","Wed Jun 28 00:44:10 +0000 2017","3967","1033","English","Twitter for iPhone","Tweet","","1","0",0
"8067","8067","879864517970325505","""Choice body parts""....hmmmm, I was referring to their kidneys.Ì†,"Ana Navarro","ananavarro","Wed Jun 28 00:50:22 +0000 2017","1856","261","English","Twitter for iPhone","Tweet","","1","0",0
"8068","8068","880026361506787329","Well, we've identified the one group doing great under Trump. Criminal lawyers. https://t.co/X0DBmBJSpD","Ana Navarro","ananavarro","Wed Jun 28 11:33:29 +0000 2017","5975","1599","English","Twitter for iPad","Tweet","","1","0",0
"8069","8069","880036571768119296","@NewDay has @BrianKarem on, the WH correspondent who's had enough with the WH ""fake news"" stupidity. He's a national treasure. Follow him!","Ana Navarro","ananavarro","Wed Jun 28 12:14:03 +0000 2017","1150","257","English","Twitter for iPad","Tweet","","0","0",2
"8070","8070","880036922453831684","@NewDay has @BrianKarem on, the WH correspondent who's had enough with the WH ""fake news"" stupidity. He's a national treasure. Follow him!","Ana Navarro","ananavarro","Wed Jun 28 12:15:27 +0000 2017","0","0","English","Twitter for iPad","Retweet","","0","0",2
"8071","8071","880037951564120064","@CNN pls hire @BrianKarem. He's a walking defense of 1st amendment, epitomizes journalism. I wanna be his colleague. Jeff Z, u reading this?","Ana Navarro","ananavarro","Wed Jun 28 12:19:32 +0000 2017","3026","625","English","Twitter for iPad","Tweet","","0","0",2
"8072","8072","880039688802848768","@CNN pls hire @BrianKarem. He's a walking defense of 1st amendment, epitomizes journalism. I wanna be his colleague. Jeff Z, u reading this?","Ana Navarro","ananavarro","Wed Jun 28 12:26:26 +0000 2017","0","0","English","Twitter for iPad","Retweet","","0","0",2
"8073","8073","880085767279607809","17% approve of GOP Healthcare Bill. It is less popular than lice, traffic jams, &amp; Genghis Khan. Not making this up. https://t.co/1uFEIjNGla","Ana Navarro","ananavarro","Wed Jun 28 15:29:32 +0000 2017","11931","5732","English","Twitter for iPad","Tweet","","1","0",0
"8074","8074","880091240066416640","This healthcare bill is a bad sequel of a scary movie. The boogey-man never dies. https://t.co/5tq23juSq9","Ana Navarro","ananavarro","Wed Jun 28 15:51:17 +0000 2017","2650","665","English","Twitter for iPad","Tweet","","1","0",0
"8075","8075","880182180206452736","Fox News watchers, are more fans of the network and the narrative, than of the personalities. When hosts move, viewers don't. https://t.co/rp1JXCYaWx","Ana Navarro","ananavarro","Wed Jun 28 21:52:39 +0000 2017","4690","1139","English","Twitter for iPad","Tweet","","1","0",0
"8076","8076","880228021378187269","Said in the AM, I'll say in the PM, I hope @CNN hires @BrianKarem. We need more journalists dedicated to truth, who won't be pushed around.","Ana Navarro","ananavarro","Thu Jun 29 00:54:48 +0000 2017","11954","2776","English","Twitter for iPad","Tweet","","0","0",2
"8077","8077","880242704537579520","Give me a minute. I am tuning my baby violin Ì†,"Ana Navarro","ananavarro","Thu Jun 29 01:53:09 +0000 2017","9997","2349","English","Twitter for iPad","Tweet","","1","0",0
"8078","8078","880409215847845888","President. Donald. Trump. https://t.co/LZhsrO6jM9","Ana Navarro","ananavarro","Thu Jun 29 12:54:48 +0000 2017","4140","590","English","Twitter for iPad","Tweet","","1","0",0
"8079","8079","880413224163782659","Many snarky things I could say. But I won't. I am saddened by just how much Donald Trump has diminished the Presidency of our United States. https://t.co/VE20myjaPC","Ana Navarro","ananavarro","Thu Jun 29 13:10:44 +0000 2017","32585","8900","English","Twitter for iPad","Tweet","","1","0",0
"8080","8080","880433518106554369","@Rosie, @megynkelly, @CarlyFiorina, @morningmika, flat-chested women, Alicia Machado...long list of women Trump's attacked. He's disgusting.","Ana Navarro","ananavarro","Thu Jun 29 14:31:23 +0000 2017","5910","1432","English","Twitter for iPhone","Tweet","","0","0",4
"8081","8081","880437675068620800","@Rosie, @megynkelly, @CarlyFiorina, @morningmika, flat-chested women, Alicia Machado...long list of women Trump's attacked. He's disgusting.","Ana Navarro","ananavarro","Thu Jun 29 14:47:54 +0000 2017","0","0","English","Twitter for iPhone","Retweet","","0","0",4
"8082","8082","880463466296946688","Remind me, wasn't Melania's signature issue supposed to be combatting on-line bullying? Ooooh. She meant by everyone other than her husband. https://t.co/vCweuqNNLA","Ana Navarro","ananavarro","Thu Jun 29 16:30:23 +0000 2017","20945","7275","English","Twitter for iPad","Tweet","","1","0",0
"8083","8083","880466612670926848","More specifically, the problem is that an unstable person is the President of the United States. https://t.co/LrQUxbBmWN","Ana Navarro","ananavarro","Thu Jun 29 16:42:53 +0000 2017","9727","2783","English","Twitter for iPad","Tweet","","1","0",0
"8084","8084","880479281071214594","Went on w/@wolfblitzer to respond to disgusting tweets by the 45th President of the United States, #PresidentMeanGirl https://t.co/MW0gS7RbK0","Ana Navarro","ananavarro","Thu Jun 29 17:33:13 +0000 2017","12621","4341","English","Twitter for iPad","Tweet","","1","1",1
"8085","8085","880497074311180288","All those enabling Trump's behavior should hang their head in shame for damage they're doing the US Presidency. No job's worth ur principles https://t.co/uRacmvDhjr","Ana Navarro","ananavarro","Thu Jun 29 18:43:56 +0000 2017","18379","6516","English","Twitter for iPhone","Tweet","","1","0",0
"8086","8086","880526698600640513","GOP should ""switch ""frustrating"", ""disturbing"", ""disappointing"" for ""vile, vicious, disgusting, pathetic, imature behavior by grown-ass man"" https://t.co/m3t9Mxu8pp","Ana Navarro","ananavarro","Thu Jun 29 20:41:38 +0000 2017","11361","3594","English","Twitter for iPad","Tweet","","1","0",0
"8087","8087","880530180007108608","Trump. Is. Not. Normal. https://t.co/xPKPo4vlWm","Ana Navarro","ananavarro","Thu Jun 29 20:55:29 +0000 2017","14555","4751","English","Twitter for iPad","Tweet","","1","0",0
"8088","8088","880598933298442240","As a woman, as an American and as a Republican, I am mad as hell at Donald Trump's vile tweets and attacks on women. https://t.co/VP218V33nL","Ana Navarro","ananavarro","Fri Jun 30 01:28:41 +0000 2017","25781","7430","English","Twitter for iPad","Tweet","","1","0",0
"8089","8089","880732632400760832","Heading over to @NewDay to start the day w:@ChrisCuomo. It's too early to breath. I need some #covfefe. And a lot of makeup. Ì†,"Ana Navarro","ananavarro","Fri Jun 30 10:19:57 +0000 2017","2706","202","English","Twitter for iPhone","Tweet","","0","1",2
"8090","8090","880736756835995648","I was a Republican when Trump was a Democrat &amp; an Independent. He will not make me leave my Party. I'm here to remind them who we once were. https://t.co/phlMWFqAsM","Ana Navarro","ananavarro","Fri Jun 30 10:36:20 +0000 2017","5525","1005","English","Twitter for iPad","Tweet","","1","0",0
"8091","8091","880736819549229056","Hola. https://t.co/aB5Lfxdaa2","Ana Navarro","ananavarro","Fri Jun 30 10:36:35 +0000 2017","222","17","Spanish","Twitter for iPad","Tweet","","1","0",0
"8092","8092","880737238748991488","Well....Given that you are taking the time to respond to my tweet, I'd say you care.  Have a nice day. https://t.co/wdApaypYYm","Ana Navarro","ananavarro","Fri Jun 30 10:38:15 +0000 2017","1945","97","English","Twitter for iPad","Tweet","","1","0",0
"8093","8093","880740804565897217","Thank God. https://t.co/qwIjYWA8Wf","Ana Navarro","ananavarro","Fri Jun 30 10:52:25 +0000 2017","3339","664","English","Twitter for iPad","Tweet","","1","0",0
"8094","8094","880760493778055168","#MAGA....it actually means, Make America Gross Again. Sad. https://t.co/KTPFzKhRxD","Ana Navarro","ananavarro","Fri Jun 30 12:10:40 +0000 2017","3916","869","English","Twitter for iPad","Tweet","","1","1",0
"8095","8095","880762086992773120",". @ananavarro is on Ì†,"Ana Navarro","ananavarro","Fri Jun 30 12:16:59 +0000 2017","0","0","English","Twitter for iPad","Retweet","Video","0","0",1
"8096","8096","880762176105058304","Starting with me! https://t.co/BmtErkQC00","Ana Navarro","ananavarro","Fri Jun 30 12:17:21 +0000 2017","3005","496","English","Twitter for iPad","Tweet","","1","0",0
"8097","8097","880840872358801408","On this last day of Pride month, LGBTQ community should know, despite Trump's WH silence, they're loved &amp; respected by many Americans.Ì†,"Ana Navarro","ananavarro","Fri Jun 30 17:30:03 +0000 2017","31931","9004","English","Twitter for iPhone","Tweet","","0","0",0
"8098","8098","880864734207148032","70 year-old Man-Baby now promoting stigma of mental health treatment. At least no psychiatrist is liable for malpractice... #PresidentLoco https://t.co/CCXSd5lrqp","Ana Navarro","ananavarro","Fri Jun 30 19:04:52 +0000 2017","9158","3338","English","Twitter for iPhone","Tweet","","1","1",0
"8099","8099","880967968460615681","An American.Ì†,"Ana Navarro","ananavarro","Sat Jul 01 01:55:05 +0000 2017","30029","5382","English","Twitter for iPad","Tweet","","1","0",0
"8100","8100","881106925794070528","Piece by piece, Mueller is building a hell of team.  This is for real, y'all. https://t.co/QmBRMLXXd7","Ana Navarro","ananavarro","Sat Jul 01 11:07:15 +0000 2017","8083","1715","English","Twitter for iPad","Tweet","","1","0",0
"8101","8101","881153129512939520","Welcome to the 1st day of the second half of the year, America. https://t.co/K1XbujvEyn","Ana Navarro","ananavarro","Sat Jul 01 14:10:51 +0000 2017","7349","1619","English","Twitter for iPad","Tweet","","1","0",0
"8102","8102","881215611312984065","Girl, I wouldn't even give him the time of day. https://t.co/Vq3FXMWh4G","Ana Navarro","ananavarro","Sat Jul 01 18:19:08 +0000 2017","11689","2719","English","Twitter for iPad","Tweet","","1","0",0
"8103","8103","881277769870708736","The President of the United States is like ur crazy uncle at Thanksgiving. The one that keeps saying the same weird story every year.Ì†,"Ana Navarro","ananavarro","Sat Jul 01 22:26:08 +0000 2017","11420","3067","English","Twitter for iPad","Tweet","","1","0",0
"8104","8104","881299939820699649","Actually, it's more like MODERN DAY ONE FLEW OVER THE COO-KOO'S NEST. https://t.co/WqSga81jWS","Ana Navarro","ananavarro","Sat Jul 01 23:54:14 +0000 2017","18786","4859","English","Twitter for iPhone","Tweet","","1","0",0
"8105","8105","881312821845405696","Raise your hand if you think this guy's never read Hemingway.Ì†,"Ana Navarro","ananavarro","Sun Jul 02 00:45:25 +0000 2017","24368","5180","English","Twitter for iPad","Tweet","","1","0",0
"8106","8106","881327473518157826","""The Old Man and the Tweet."" https://t.co/lJtIKk7Z8Q","Ana Navarro","ananavarro","Sun Jul 02 01:43:38 +0000 2017","4023","773","English","Twitter for iPhone","Tweet","","1","0",0
"8107","8107","881330698191335426","@ananavarro ""The Son-in-Law Also Rises""","Ana Navarro","ananavarro","Sun Jul 02 01:56:27 +0000 2017","0","0","English","Twitter for iPad","Retweet","","0","0",1
"8108","8108","881355365589372928","Growing Latino contribution to the US economy. I'm pretty sure I do a lot to keep shoe manufacturers in business...and wine makers too. Ì†,"Ana Navarro","ananavarro","Sun Jul 02 03:34:28 +0000 2017","4260","655","English","Twitter for iPad","Tweet","","1","0",0
"8109","8109","881367315568361472","After ‚Ω^Ô,"Ana Navarro","ananavarro","Sun Jul 02 04:21:57 +0000 2017","1899","127","English","Twitter for iPad","Tweet","","0","0",2
"8110","8110","881480750692007937","Stopping to smell the roses before heading to @ThisWeekABC this AM to talk about political thorns. Happy Sunday! https://t.co/3GNQvxIHdJ","Ana Navarro","ananavarro","Sun Jul 02 11:52:42 +0000 2017","2018","156","English","Twitter for iPad","Tweet","Photo","0","0",1
"8111","8111","881485746670112768","Oh, John. I don't want to buy this President. What is the return policy? https://t.co/pPO5xCklMs","Ana Navarro","ananavarro","Sun Jul 02 12:12:33 +0000 2017","5886","1244","English","Twitter for iPad","Tweet","","1","0",0
"8112","8112","881505658289475585","America, stand against this. Trump is going to end up getting a media person killed w/this incitement to violence. Maybe then, he'll stop. https://t.co/IGM0fThtt5","Ana Navarro","ananavarro","Sun Jul 02 13:31:41 +0000 2017","19869","8398","English","Twitter for iPad","Tweet","","1","0",0
"8113","8113","881515114716966913","Donald Trump's irresponsible antics are a dangerous call to violence. https://t.co/OEBx5S2O1P","Ana Navarro","ananavarro","Sun Jul 02 14:09:15 +0000 2017","14484","5621","English","Twitter for iPad","Tweet","","1","0",0
"8114","8114","881517977673359360",".@ananavarro ""disappointed beyond belief"" by Bossert's response. ""What a wuss...he is ceding his principles."" https://t.co/riKGB5r6pr https://t.co/sqRk2uydxv","Ana Navarro","ananavarro","Sun Jul 02 14:20:38 +0000 2017","0","0","English","Twitter for iPad","Retweet","","2","0",1
